4,3468,5
4,3468,5
4,1210,3
4,2951,4
4,1036,4
4,260,5
4,480,4
4,1196,2
4,1198,5
4,1954,5
4,1097,4
4,3418,4
4,2366,4
4,1387,5
4,3527,1
4,1201,5
4,2692,5
4,2947,5
4,1240,5
21,2700,5
21,2700,5
21,585,3
21,588,3
21,3000,5
21,1,3
21,596,1
21,1274,3
21,3053,1
21,3704,4
21,2761,3
21,2355,3
21,3745,5
21,1645,1
21,2018,1
21,3268,3
21,2394,1
21,3774,1
47,1193,4
47,1193,4
47,593,2
47,318,4
47,249,4
47,2804,4
47,902,4
47,17,5
47,1956,4
47,858,4
47,34,4
47,1041,5
47,58,3
47,1208,4
47,608,3
47,1213,4
47,1221,4
47,1089,3
66,1259,5
66,1259,5
66,1272,5
66,2399,2
66,1919,2
66,344,4
66,1961,5
66,2694,5
66,3578,5
66,2858,5
66,2791,5
66,524,5
66,3753,5
66,3755,1
66,2028,5
66,480,5
66,1090,4
66,637,3
89,3868,1
89,3868,1
89,3869,1
89,1193,5
89,733,5
89,920,5
89,2431,5
89,3173,4
89,3408,4
89,3265,4
89,2791,1
89,2792,1
89,3740,3
89,2947,5
89,1136,1
89,1218,4
89,2028,4
98,648,4
98,648,4
98,593,3
98,2241,3
98,920,5
98,1562,3
98,3244,3
98,3507,4
98,2657,1
98,3578,5
98,296,4
98,2791,5
98,1129,4
98,1997,2
98,527,5
98,3821,4
98,2028,5
160,3793,3
160,3793,3
160,3798,3
160,1282,4
160,1286,5
160,2160,3
160,1387,3
160,1396,4
160,3185,3
160,3510,3
160,260,4
160,2858,4
160,2791,3
160,1210,3
160,480,4
160,3916,5
160,1097,3
197,1259,5
197,1259,5
197,1370,2
197,2324,5
197,1393,3
197,3147,4
197,2272,4
197,3160,4
197,318,5
197,3538,5
197,265,5
197,3481,4
197,412,2
197,1060,4
197,1222,4
197,480,3
197,1090,3
197,1246,5
213,1,5
213,1,5
213,1265,3
213,3114,5
213,920,4
213,2355,5
213,2431,5
213,3253,3
213,1580,4
213,110,5
213,1680,4
213,224,5
213,260,4
213,11,4
213,1042,4
213,440,4
213,1210,4
217,648,3
217,648,3
217,1250,3
217,2134,2
217,1197,5
217,2302,4
217,1617,3
217,2542,5
217,3354,2
217,3484,1
217,2763,5
217,2918,5
217,3578,4
217,2858,4
217,50,5
217,3745,5
217,480,3
217,1097,3
250,1249,4
250,1249,4
250,648,4
250,1466,4
250,1544,4
250,3078,3
250,3286,2
250,3510,5
250,3452,4
250,356,4
250,2791,5
250,1129,5
250,2948,5
250,1214,4
250,1097,3
276,1249,4
276,1249,4
276,1350,4
276,2160,2
276,1466,3
276,951,5
276,1721,2
276,154,3
276,2858,5
276,2789,2
276,2791,4
276,524,4
276,1221,4
276,480,4
276,1234,4
276,1090,4
276,1171,4
277,589,4
277,589,4
277,1265,4
277,1197,4
277,593,4
277,2291,3
277,1580,4
277,2396,4
277,2628,4
277,2571,5
277,2762,5
277,356,4
277,2916,3
277,293,4
277,380,3
311,648,5
311,648,5
311,1196,4
311,1291,4
311,1544,2
311,3156,4
311,1704,5
311,260,5
311,3623,4
311,1968,5
311,296,4
311,527,4
311,457,3
311,480,5
311,2115,5
313,1248,5
313,1248,5
313,648,3
313,3793,5
313,2219,4
313,1282,3
313,1466,4
313,2657,4
313,2732,5
313,1961,4
313,3578,4
313,2858,4
313,2791,4
313,2948,5
313,70,3
313,3751,5
313,551,4
313,480,3
313,3786,5
317,1252,5
317,1252,5
317,1193,4
317,1196,4
317,1294,4
317,912,5
317,3421,2
317,2804,3
317,3471,5
317,260,4
317,3552,2
317,1957,4
317,1961,4
317,1962,4
317,2000,4
317,1136,5
317,1225,4
317,1097,4
317,3929,4
320,1249,5
320,1249,5
320,804,4
320,1196,5
320,1282,4
320,2160,5
320,3072,3
320,3513,4
320,3555,4
320,361,4
320,2858,5
320,2948,3
320,3753,5
320,3755,2
320,480,5
341,1249,5
341,1249,5
341,648,5
341,1286,5
341,3300,3
341,110,5
341,1584,4
341,3265,5
341,3510,4
341,1912,5
341,327,4
341,3624,3
341,2692,3
341,2791,5
341,3755,2
341,1214,4
341,480,3
341,1233,5
356,2122,4
356,2122,4
356,3016,4
356,2357,5
356,2505,5
356,3175,5
356,2617,4
356,1690,5
356,1771,5
356,1779,3
356,3461,5
356,253,5
356,2676,5
356,3709,5
356,1997,3
356,480,4
356,3927,4
383,3798,3
383,3798,3
383,2997,4
383,3114,4
383,913,5
383,780,2
383,3176,4
383,2531,3
383,223,3
383,237,4
383,2762,4
383,2690,4
383,508,4
383,2858,4
383,2959,2
417,588,3
417,588,3
417,1,4
417,2139,5
417,596,3
417,1274,5
417,741,3
417,2078,3
417,968,5
417,2700,3
417,260,5
417,2918,5
417,1033,3
417,1036,5
417,2857,5
417,3745,3
417,1148,5
421,3005,5
421,3005,5
421,1422,4
421,1370,5
421,1479,4
421,879,4
421,2423,5
421,1721,3
421,2713,4
421,165,5
421,11,5
421,3555,4
421,2762,5
421,380,5
421,1210,5
421,3755,3
421,558,4
421,2046,4
448,2485,3
448,2485,3
448,3481,1
448,2688,4
448,2840,4
448,2841,3
448,440,4
448,1513,2
448,1721,4
448,2395,3
448,2396,5
448,1748,2
448,2701,3
448,2713,1
448,2581,4
448,2763,5
448,95,3
448,1097,4
455,1254,4
455,1254,4
455,1270,3
455,905,4
455,910,5
455,2406,4
455,933,3
455,3072,4
455,951,4
455,955,4
455,1304,5
455,1196,3
455,1198,5
455,1721,4
455,2396,5
455,3363,4
455,345,4
455,1028,5
455,1230,4
489,750,4
489,750,4
489,2279,1
489,2291,3
489,3456,1
489,1136,5
489,1148,5
489,3863,3
489,3864,1
489,1193,5
489,1196,2
489,1197,3
489,858,5
489,1012,2
489,30,1
489,2788,5
489,1208,5
489,1210,2
489,1097,3
491,2997,4
491,2997,4
491,1259,5
491,1,2
491,3082,4
491,2858,5
491,1120,5
491,647,3
491,1196,1
491,2174,1
491,110,4
491,2571,5
491,3536,4
491,356,5
491,2915,3
491,1036,3
491,519,2
491,1210,1
491,1242,5
535,2987,3
535,2987,3
535,1127,3
535,608,5
535,480,4
535,631,2
535,3176,4
535,2394,5
535,2702,1
535,2716,4
535,3543,4
535,2761,5
535,1210,5
559,1265,2
559,1265,2
559,593,4
559,924,5
559,1483,2
559,2291,3
559,1641,4
559,1183,1
559,1185,3
559,1188,3
559,2396,2
559,3370,4
559,3536,2
559,185,3
559,17,2
559,3700,1
559,2762,5
568,1252,4
568,1252,4
568,733,5
568,1610,4
568,1617,5
568,3418,5
568,3893,4
568,858,5
568,110,5
568,3198,4
568,124,5
568,1788,2
568,318,4
568,1010,4
568,349,4
568,527,5
568,2006,5
568,1086,4
572,3793,3
572,3793,3
572,3225,4
572,3408,3
572,3285,2
572,3615,2
572,3616,3
572,2820,2
572,3623,4
572,3861,5
572,1374,3
572,3177,3
572,3578,4
572,3594,3
572,2006,5
572,3916,5
572,1097,3
574,2997,3
574,2997,3
574,3006,3
574,1274,4
574,2405,1
574,3426,1
574,246,3
574,296,5
574,2858,5
574,608,5
574,318,5
574,2599,5
574,1961,4
574,32,5
574,50,5
574,527,5
574,1213,5
574,2966,3
574,1243,5
600,2987,3
600,2987,3
600,2997,4
600,2433,4
600,3617,4
600,2683,4
600,3646,2
600,2858,5
600,440,4
600,3101,5
600,3175,4
600,104,4
600,2701,1
600,2706,3
600,2712,5
600,2716,5
600,1959,4
600,1997,4
600,2961,1
619,2997,4
619,2997,4
619,1294,3
619,2248,5
619,916,3
619,2423,3
619,232,4
619,2804,4
619,3623,2
619,2858,5
619,1136,4
619,3871,3
619,1196,4
619,2797,4
619,1220,5
619,3911,5
619,1230,5
619,1244,4
640,2997,5
640,2997,5
640,6,4
640,3006,5
640,1294,2
640,778,5
640,1617,5
640,1619,4
640,1673,5
640,2672,5
640,1358,3
640,175,4
640,2762,5
640,1961,5
640,351,1
640,34,5
653,2997,4
653,2997,4
653,1,3
653,3408,4
653,1680,5
653,2490,4
653,2686,4
653,2688,4
653,2858,3
653,1513,5
653,3176,4
653,3179,5
653,1721,4
653,1727,4
653,2396,5
653,2712,3
653,3516,5
653,2585,4
653,2734,5
665,1258,4
665,1258,4
665,1407,4
665,590,2
665,799,4
665,2288,4
665,253,5
665,3661,2
665,2867,1
665,1527,5
665,1529,5
